Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
03/05/24,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,22.0,South Coast AQMD
03/05/24,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,12.1,South Coast AQMD
03/05/24,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,22.0,South Coast AQMD
03/05/24,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.8,South Coast AQMD
03/05/24,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,18.0,South Coast AQMD
03/05/24,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,10.2,South Coast AQMD
03/05/24,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,17.0,South Coast AQMD
03/05/24,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.7,South Coast AQMD
03/05/24,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,22.0,South Coast AQMD
03/05/24,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.6,South Coast AQMD
03/05/24,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,20.0,South Coast AQMD
03/05/24,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.1,South Coast AQMD
03/05/24,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,25.0,South Coast AQMD
03/05/24,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,12.1,South Coast AQMD
03/05/24,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,25.0,South Coast AQMD
03/05/24,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,9.0,South Coast AQMD
03/05/24,08:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,14.0,South Coast AQMD
03/05/24,08:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,2.7,South Coast AQMD
03/05/24,09:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,10.0,South Coast AQMD
03/05/24,09:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,1.5,South Coast AQMD
03/05/24,10:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,7.0,South Coast AQMD
03/05/24,10:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,1.7,South Coast AQMD
03/05/24,11:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,8.0,South Coast AQMD
03/05/24,11:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,2.5,South Coast AQMD
03/05/24,12:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,12.0,South Coast AQMD
03/05/24,12:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,4.0,South Coast AQMD
03/05/24,13:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,10.0,South Coast AQMD
03/05/24,13:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,4.9,South Coast AQMD
03/05/24,14:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,9.0,South Coast AQMD
03/05/24,14:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,3.0,South Coast AQMD
03/05/24,15:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,15.0,South Coast AQMD
03/05/24,15:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,0.8,South Coast AQMD
