Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
08/24/15,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,25.0,South Coast AQMD
08/24/15,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,28.0,South Coast AQMD
08/24/15,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,17.0,South Coast AQMD
08/24/15,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,27.0,South Coast AQMD
08/24/15,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,17.0,South Coast AQMD
08/24/15,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,27.0,South Coast AQMD
08/24/15,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,12.0,South Coast AQMD
08/24/15,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,29.0,South Coast AQMD
08/24/15,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,25.0,South Coast AQMD
08/24/15,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,35.0,South Coast AQMD
08/24/15,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,31.0,South Coast AQMD
08/24/15,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,39.0,South Coast AQMD
08/24/15,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,21.0,South Coast AQMD
08/24/15,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,51.0,South Coast AQMD
08/24/15,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,12.0,South Coast AQMD
08/24/15,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,14.0,South Coast AQMD
08/24/15,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,16.0,South Coast AQMD
08/24/15,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,20.0,South Coast AQMD
08/24/15,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,14.0,South Coast AQMD
08/24/15,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,21.0,South Coast AQMD
08/24/15,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,22.0,South Coast AQMD
