Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
01/07/15,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,7.0,South Coast AQMD
01/07/15,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,25.0,South Coast AQMD
01/07/15,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,10.0,South Coast AQMD
01/07/15,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,25.0,South Coast AQMD
01/07/15,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,11.0,South Coast AQMD
01/07/15,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,23.0,South Coast AQMD
01/07/15,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,9.0,South Coast AQMD
01/07/15,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,20.0,South Coast AQMD
01/07/15,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.0,South Coast AQMD
01/07/15,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,22.0,South Coast AQMD
01/07/15,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,7.0,South Coast AQMD
01/07/15,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,22.0,South Coast AQMD
01/07/15,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,9.0,South Coast AQMD
01/07/15,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,24.0,South Coast AQMD
01/07/15,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,11.0,South Coast AQMD
01/07/15,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,40.0,South Coast AQMD
01/07/15,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,22.0,South Coast AQMD
01/07/15,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,19.0,South Coast AQMD
01/07/15,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,14.0,South Coast AQMD
01/07/15,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,14.0,South Coast AQMD
01/07/15,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,32.0,South Coast AQMD
01/07/15,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,33.0,South Coast AQMD
01/07/15,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,25.0,South Coast AQMD
01/07/15,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,14.0,South Coast AQMD
