Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
10/20/16,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,17.0,South Coast AQMD
10/20/16,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,16.0,South Coast AQMD
10/20/16,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,20.0,South Coast AQMD
10/20/16,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,17.0,South Coast AQMD
10/20/16,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,14.0,South Coast AQMD
10/20/16,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,15.0,South Coast AQMD
10/20/16,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,18.0,South Coast AQMD
10/20/16,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,25.0,South Coast AQMD
10/20/16,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.0,South Coast AQMD
10/20/16,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,37.0,South Coast AQMD
10/20/16,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.0,South Coast AQMD
10/20/16,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,42.0,South Coast AQMD
10/20/16,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,5.0,South Coast AQMD
10/20/16,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,37.0,South Coast AQMD
10/20/16,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,4.0,South Coast AQMD
10/20/16,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,38.0,South Coast AQMD
10/20/16,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,9.0,South Coast AQMD
10/20/16,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,40.0,South Coast AQMD
10/20/16,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,11.0,South Coast AQMD
10/20/16,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,47.0,South Coast AQMD
10/20/16,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,15.0,South Coast AQMD
10/20/16,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,66.0,South Coast AQMD
10/20/16,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,11.0,South Coast AQMD
10/20/16,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,81.0,South Coast AQMD
