Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
03/24/15,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,17.0,South Coast AQMD
03/24/15,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,33.0,South Coast AQMD
03/24/15,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,3.0,South Coast AQMD
03/24/15,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,26.0,South Coast AQMD
03/24/15,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.0,South Coast AQMD
03/24/15,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,23.0,South Coast AQMD
03/24/15,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,17.0,South Coast AQMD
03/24/15,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,23.0,South Coast AQMD
03/24/15,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.0,South Coast AQMD
03/24/15,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,24.0,South Coast AQMD
03/24/15,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,15.0,South Coast AQMD
03/24/15,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,25.0,South Coast AQMD
03/24/15,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,16.0,South Coast AQMD
03/24/15,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,29.0,South Coast AQMD
03/24/15,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,33.0,South Coast AQMD
03/24/15,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,37.0,South Coast AQMD
03/24/15,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,8.0,South Coast AQMD
03/24/15,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,5.0,South Coast AQMD
03/24/15,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,5.0,South Coast AQMD
03/24/15,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,6.0,South Coast AQMD
03/24/15,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,8.0,South Coast AQMD
03/24/15,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,11.0,South Coast AQMD
03/24/15,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,12.0,South Coast AQMD
03/24/15,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,12.0,South Coast AQMD
