Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
02/02/15,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,18.0,South Coast AQMD
02/02/15,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,43.0,South Coast AQMD
02/02/15,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,20.0,South Coast AQMD
02/02/15,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,37.0,South Coast AQMD
02/02/15,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,16.0,South Coast AQMD
02/02/15,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,36.0,South Coast AQMD
02/02/15,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,12.0,South Coast AQMD
02/02/15,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,32.0,South Coast AQMD
02/02/15,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,12.0,South Coast AQMD
02/02/15,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,31.0,South Coast AQMD
02/02/15,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,18.0,South Coast AQMD
02/02/15,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,27.0,South Coast AQMD
02/02/15,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,13.0,South Coast AQMD
02/02/15,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,33.0,South Coast AQMD
02/02/15,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,11.0,South Coast AQMD
02/02/15,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,33.0,South Coast AQMD
02/02/15,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,36.0,South Coast AQMD
02/02/15,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,28.0,South Coast AQMD
02/02/15,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,29.0,South Coast AQMD
02/02/15,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,29.0,South Coast AQMD
02/02/15,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,28.0,South Coast AQMD
02/02/15,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,42.0,South Coast AQMD
02/02/15,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,30.0,South Coast AQMD
02/02/15,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,34.0,South Coast AQMD
