Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
09/16/15,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,5.0,South Coast AQMD
09/16/15,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,7.0,South Coast AQMD
09/16/15,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,7.0,South Coast AQMD
09/16/15,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,10.0,South Coast AQMD
09/16/15,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,25.0,South Coast AQMD
09/16/15,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,12.0,South Coast AQMD
09/16/15,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,9.0,South Coast AQMD
09/16/15,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,15.0,South Coast AQMD
09/16/15,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.0,South Coast AQMD
09/16/15,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,16.0,South Coast AQMD
09/16/15,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,2.0,South Coast AQMD
09/16/15,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,16.0,South Coast AQMD
09/16/15,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,21.0,South Coast AQMD
09/16/15,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,20.0,South Coast AQMD
09/16/15,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,2.0,South Coast AQMD
09/16/15,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,31.0,South Coast AQMD
09/16/15,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,4.0,South Coast AQMD
09/16/15,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,0.0,South Coast AQMD
09/16/15,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,0.0,South Coast AQMD
09/16/15,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,5.0,South Coast AQMD
09/16/15,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,7.0,South Coast AQMD
09/16/15,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,6.0,South Coast AQMD
09/16/15,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,7.0,South Coast AQMD
09/16/15,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,7.0,South Coast AQMD
