Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
02/08/24,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,7.0,South Coast AQMD
02/08/24,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,7.1,South Coast AQMD
02/08/24,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,15.0,South Coast AQMD
02/08/24,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,7.4,South Coast AQMD
02/08/24,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,10.0,South Coast AQMD
02/08/24,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,4.7,South Coast AQMD
02/08/24,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,10.0,South Coast AQMD
02/08/24,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,3.7,South Coast AQMD
02/08/24,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,10.0,South Coast AQMD
02/08/24,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,3.0,South Coast AQMD
02/08/24,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,9.0,South Coast AQMD
02/08/24,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,4.7,South Coast AQMD
02/08/24,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,16.0,South Coast AQMD
02/08/24,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,7.6,South Coast AQMD
02/08/24,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,14.0,South Coast AQMD
02/08/24,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,5.2,South Coast AQMD
02/08/24,08:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,13.0,South Coast AQMD
02/08/24,08:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,4.1,South Coast AQMD
02/08/24,09:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,18.0,South Coast AQMD
02/08/24,09:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,5.1,South Coast AQMD
02/08/24,10:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,10.0,South Coast AQMD
02/08/24,10:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,6.1,South Coast AQMD
02/08/24,11:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,12.0,South Coast AQMD
02/08/24,11:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,5.3,South Coast AQMD
02/08/24,12:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,7.0,South Coast AQMD
02/08/24,12:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,2.7,South Coast AQMD
02/08/24,13:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,10.0,South Coast AQMD
02/08/24,13:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,6.5,South Coast AQMD
02/08/24,14:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,7.0,South Coast AQMD
02/08/24,14:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,5.8,South Coast AQMD
02/08/24,15:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,9.0,South Coast AQMD
02/08/24,15:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,3.2,South Coast AQMD
